Music Rehearsal Space_rank,Recording Studio_rank,name,phone,address,website,location,search_datetime,neighborhood,email,extra_phones,social_links,categories,hour_category,other_info,detailed_hours,slogan,general_info,yp_url,space_image
30,,David Manley Music Studio,(415) 641-1106,"60 Grattan St, San Francisco, CA 94117",http://davidmanleymusic.com/contac.htm,"San Francisco, CA",2024-01-23 20:16:24,"Northwest San Francisco, Ashbury Heights",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/san-francisco-ca/mip/david-manley-music-studio-30963653,
3,,Touch-Tone Productions,(510) 832-5266,"247 4th St, Oakland, CA 94607",http://www.gardinermusicmentoring.com/?page_id=15,"Oakland, CA",2024-01-23 20:15:56,"Produce and Waterfront, Central Oakland",,,,"Recording Service-Sound & Video, Music Producers, Studio Rental",Regular Hours,,Mon - Sat: 11:00 am - 7:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/touch-tone-productions-3461365,
4,,Pajama Studios,(510) 832-5266,"247 4th St, Oakland, CA 94607",http://www.gardinermusicmentoring.com/?page_id=6,"Oakland, CA",2024-01-23 20:15:56,"Produce and Waterfront, Central Oakland",,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sat: 10:00 am - 9:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/pajama-studios-464962821,
5,,Spark,(510) 654-6544,"5854 Colby St, Oakland, CA 94618",http://spark-us.com,"Oakland, CA",2024-01-23 20:15:56,"Fairview Park, North Oakland",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/spark-6172479,https://i4.ypcdn.com/blob/d778ecb6fec918580a4d4782a3e150761a34991a_228x168_crop.jpg
6,,Shine On Studio,(510) 681-7969,"6171 Hillmont Dr, Oakland, CA 94605",http://shineon.studio,"Oakland, CA",2024-01-23 20:15:56,"Central East Oakland, Millsmont",shineonstudio@gmail.com,TollFree:  (800) 222-4700,,"Recording Service-Sound & Video, Art Instruction & Schools, Audio-Visual Creative Services, Audio-Visual Production Services, Music Instruction-Instrumental, Radio & Television Broadcasting Schools, Tutoring",Regular Hours,"Parking: Free, Wheelchair Accessible: Yes","Mon: 9:00 am - 11:00 pm, Wed - Sat: 9:00 am - 11:00 pm",,,http://www.yellowpages.com/oakland-ca/mip/shine-on-studio-475550218,https://i2.ypcdn.com/blob/e9a6200811940e9c853eecca3b913d542a83e5d4_228x168_crop.jpg
7,,Cutta Recording Studio,(510) 978-8278,"5852 Foothill Blvd, Oakland, CA 94605",,"Oakland, CA",2024-01-23 20:15:56,"Havenscourt, Central East Oakland, Frick",,,,Recording Service-Sound & Video,,,,,"Providing artist with a professional sound and swift and prompt service. tascam board recording using protools music sounds through phanton module and fruity loops. Been in business 16 years and still going strong. Have worked with the likes of B-Legit, Elijah-bass guitar for toni tony tone, Turf-talk, E40, snoop dog, San Quinn, Kenny Taylor and many more.",http://www.yellowpages.com/oakland-ca/mip/cutta-recording-studio-456856620,
8,,Simulacra Sound,(510) 280-3613,"248 3rd St #402, Oakland, CA 94607",,"Oakland, CA",2024-01-23 20:15:56,,,,,"Recording Service-Sound & Video, Music Producers",,,,High Fidelity and Affordable Mobile Recording Studio,"Oakland base high fidelity mobile recording studio. We utilize the best analogue and digital recording technology and keep it all mobile. We specializing in making your live space sound perfect or your rehearsal space sound like a professional studio. Turn any room in Oakland, Berkeley, San Francisco, or the greater Bay Area into a professional recording studio. Specializing in live recordings, strange rooms, and making you sound incredible.",http://www.yellowpages.com/oakland-ca/mip/simulacra-sound-535462394,
9,,Val,(510) 479-1122,"2700 International Blvd Ste 34, Oakland, CA 94601",,"Oakland, CA",2024-01-23 20:15:56,,,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/oakland-ca/mip/val-496510390,
10,,Rwe USA,(510) 238-8601,"1714 Franklin St, Oakland, CA 94612",https://www.ohostar.com/contact.html,"Oakland, CA",2024-01-23 20:15:56,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/rwe-usa-544307169,
11,,Walnut Records Inc,(925) 808-9541,"1901 Harrison St Ste 1100, Oakland, CA 94612",,"Oakland, CA",2024-01-23 20:15:56,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/walnut-records-inc-546713337,
12,,Neato Mastering,(510) 646-0687,"634 2nd St, Oakland, CA 94607",http://neatomastering.com,"Oakland, CA",2024-01-23 20:15:56,"Central Oakland, Produce and Waterfront",,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: 10:00 am - 10:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/neato-mastering-547300302,
13,,25th St Recording,(510) 788-4089,"426 25th St, Oakland, CA 94612",http://www.25thstreetrecording.com,"Oakland, CA",2024-01-23 20:15:56,"Central Oakland, Koreatown-Northgate",info@25thstreetcollective.com,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/oakland-ca/mip/25th-st-recording-502065960,
14,,GreenSphere Records,(408) 391-2001,"360 Grand Ave, Oakland, CA 94610",https://www.greensphere.com,"Oakland, CA",2024-01-23 20:15:56,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/greensphere-records-491912428,
15,,House of Faith,(510) 893-9640,"1021 6th Ave, Oakland, CA 94606",http://www.houseoffaithrecording.com,"Oakland, CA",2024-01-23 20:15:56,"East Peralta, San Antonio",,,,"Recording Service-Sound & Video, Recording Studio Equipment",,,,,,http://www.yellowpages.com/oakland-ca/mip/house-of-faith-3028307,
16,,Full Court Press,(510) 465-8294,"55 Santa Clara Ave, Oakland, CA 94610",https://www.fcpcommunications.com,"Oakland, CA",2024-01-23 20:15:56,"Piedmont Avenue, North Oakland",daniel@fullcourt.com,,,"Recording Service-Sound & Video, Music Producers",Regular Hours,,Mon - Fri: 9:00 am - 5:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/full-court-press-30935982,
17,,Soundtank,(415) 272-0768,"2885 Ettie St, Oakland, CA 94608",http://soundtank.com,"Oakland, CA",2024-01-23 20:15:56,"Clawson, West Oakland, Dogtown",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/soundtank-512908270,
18,,Studios - Studio,(510) 504-0998,"3319 Lakeshore Ave, Oakland, CA 94610",,"Oakland, CA",2024-01-23 20:15:56,,christian@studios-store.com,Phone:  (510) 817-4775,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/studios-studio-563662343,
19,,Sound Wave Studios,(510) 763-2201,"2200 Wood St, Oakland, CA 94607",http://www.soundwavestudios.com,"Oakland, CA",2024-01-23 20:15:56,"Prescott, West Oakland",swsfrontdesk@gmail.com,,,"Recording Service-Sound & Video, Music Schools",Regular Hours,,"Mon - Fri: 2:00 pm - 11:00 pm, Sat - Sun: 12:00 pm - 11:00 pm",,,http://www.yellowpages.com/oakland-ca/mip/sound-wave-studios-11676587,https://i1.ypcdn.com/blob/b3e04a222cf8d44275a1628c08443cf83d89d8d6_228x168_crop.jpg
20,,Ken Lee Mastering,(510) 428-9276,"748 Oakland Ave, Oakland, CA 94611",,"Oakland, CA",2024-01-23 20:15:56,,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Fri: 10:00 am - 5:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/ken-lee-mastering-497405908,
21,,Skyline Studios,(510) 601-1049,"5427 Telegraph Ave, Oakland, CA 94609",http://www.skylinestudios.com,"Oakland, CA",2024-01-23 20:15:56,"Shafter, North Oakland",,Phone:  (510) 984-2484,,"Recording Service-Sound & Video, Recording Studio Equipment",Regular Hours,Parking: Lot,Mon - Sun: Open 24 Hours,,,http://www.yellowpages.com/oakland-ca/mip/skyline-studios-17076230,https://i4.ypcdn.com/blob/4adff9c1c17650b4d31aed5ea801c9e6c22ab9e7_228x168_crop.jpg
22,,JingleTown Recording,(510) 261-3276,"829 27th Ave, Oakland, CA 94601",,"Oakland, CA",2024-01-23 20:15:57,"Jingletown, San Antonio",mari@jtrecording.com,,,Recording Service-Sound & Video,Regular Hours,Parking: Lot,Mon - Fri: 9:00 am - 5:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/jingletown-recording-528659282,
23,,Infinite Rhythm Productions,(925) 354-4638,"3132 Fruitvale Ave, Oakland, CA 94602",https://www.infiniterhythmproductions.com,"Oakland, CA",2024-01-23 20:15:57,,,,,"Recording Service-Sound & Video, Music Producers",,,,,,http://www.yellowpages.com/oakland-ca/mip/infinite-rhythm-productions-563909131,
24,,Hungry Mind Recordings Inc,(510) 543-6064,"3703 Rhoda Ave, Oakland, CA 94602",http://hungrymindrecordings.com,"Oakland, CA",2024-01-23 20:15:57,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/hungry-mind-recordings-inc-559321450,
25,,Go Studio 21,(510) 532-2427,"4001 San Leandro St, Oakland, CA 94601",,"Oakland, CA",2024-01-23 20:15:57,"Fruitvale Station, Fruitvale",,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/oakland-ca/mip/go-studio-21-461777034,
26,,Bold Head Productions,(510) 562-8698,"3730 Malcolm Ave, Oakland, CA 94605",http://www.baldheadproductions.com,"Oakland, CA",2024-01-23 20:15:57,"South Hills, Chabot Park",,,,"Recording Service-Sound & Video, Music Producers",,,,,,http://www.yellowpages.com/oakland-ca/mip/bold-head-productions-464581017,
27,,Alliance4Audio,(415) 488-6113,"265 Vernon St, Oakland, CA 94610",,"Oakland, CA",2024-01-23 20:15:57,,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: Open 24 Hours,,We provide a wide range of audio services for the entire Bay Area. Including:  Live sound reinforcement  Small and mid-sized events or concerts  On-location multi-track recording  Broadcast recordings  Mixing and mastering services  Album recording  Demo recordings  Automated dialog replacement  Voice-over recording  Radio commercials  Permanent A/V installations,http://www.yellowpages.com/oakland-ca/mip/alliance4audio-460163629,
28,,Polymorph Recording,(510) 420-0515,"482 49th St, Oakland, CA 94609",http://polymorphrecording.com,"Oakland, CA",2024-01-23 20:15:57,"Temescal, North Oakland",DanRath@Mac.com,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/oakland-ca/mip/polymorph-recording-16292051,
29,,Riot Records & Management,(510) 763-7600,"55 Santa Clara Ave, Oakland, CA 94610",http://gregkihn.biz,"Oakland, CA",2024-01-23 20:15:57,"Piedmont Avenue, North Oakland",,,,Recording Service-Sound & Video,Regular Hours,,Mon - Fri: 9:00 am - 5:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/riot-records-management-458605274,
30,,Soph El Recording Studio,(510) 568-9313,"4564 Sequoyah Rd, Oakland, CA 94605",http://eliasnegash.com,"Oakland, CA",2024-01-23 20:15:57,"Sequoyah, South Hills",enegash@aol.com,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sat: 9:00 am - 11:00 pm,,,http://www.yellowpages.com/oakland-ca/mip/soph-el-recording-studio-30933097,
2,,Lausche Recording Studios,(513) 521-0015,"9526 Winton Rd, Cincinnati, OH 45231",https://cincymusic.com/blog/local-recording-studios,"Cincinnati, OH",2024-01-23 20:15:57,,,,,"Recording Service-Sound & Video, Studio Rental",Regular Hours,,"Mon - Fri: 10:00 am - 5:00 pm, Sat: 10:00 am - 2:00 pm",,,http://www.yellowpages.com/cincinnati-oh/mip/lausche-recording-studios-2139890,
3,,Maverick's Captioning Service,(513) 305-3991,"9200 Old Coach Rd, Cincinnati, OH 45249",http://www.maverickcaptioning.com,"Cincinnati, OH",2024-01-23 20:15:57,Montgomery,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Fri: 9:00 am - 6:00 pm,,,http://www.yellowpages.com/cincinnati-oh/mip/mavericks-captioning-service-474985092,
4,,Tune A Fish Records,(513) 281-3474,"7624 Reinhold Dr, Cincinnati, OH 45237",,"Cincinnati, OH",2024-01-23 20:15:57,"Reinhold Industrial, Roselawn",,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/cincinnati-oh/mip/tune-a-fish-records-460951740,
5,,Timeless Recordings,(513) 655-5665,"3437 Montgomery Rd, Cincinnati, OH 45207",https://www.timelessrecordingstudio.com/contact-us,"Cincinnati, OH",2024-01-23 20:15:57,,,,,Recording Service-Sound & Video,Regular Hours,,Mon - Sun: Open 24 Hours,,"Timeless Recordings is a Recording Studio that provides Audio services such as recording, mixing and mastering, production, audio training, podcasts and more.",http://www.yellowpages.com/cincinnati-oh/mip/timeless-recordings-573117362,
6,,Jump Start Video Productions of Cincinnati,(800) 615-0585,"8044 Montgomery Rd Ste 700, Cincinnati, OH 45236",http://www.jumpstartcincinnati.com,"Cincinnati, OH",2024-01-23 20:15:57,Kenwood,production@jumpstartcincinnati.com,,,"Recording Service-Sound & Video, Video Production Services, Video Production Services-Commercial",Regular Hours,,"Mon - Fri: 8:30 am - 5:30 pm, Sat - Sun Closed",,,http://www.yellowpages.com/cincinnati-oh/mip/jump-start-video-productions-of-cincinnati-473230660,
7,,Alpha Recording Studio,(513) 821-0800,"8511 Reading Rd, Cincinnati, OH 45215",,"Cincinnati, OH",2024-01-23 20:15:57,Reading,info@tvii.net,Phone:  (513) 821-2080,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/cincinnati-oh/mip/alpha-recording-studio-6232370,
8,,Madison Park Productions,(513) 651-5375,"4808 Chapel Ridge Dr, Cincinnati, OH 45223",http://madisonparkproductions.com,"Cincinnati, OH",2024-01-23 20:15:57,Mount Airy,,,,"Recording Service-Sound & Video, Studio Rental",,,,,,http://www.yellowpages.com/cincinnati-oh/mip/madison-park-productions-504610258,
9,,Ambient Studios,(513) 531-9446,"5900 Woodmont Ave, Cincinnati, OH 45213",http://www.ambientstudios.org,"Cincinnati, OH",2024-01-23 20:15:57,Pleasant Ridge,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/ambient-studios-472552821,
10,,Classicmakers Music,(513) 580-4993,"125 Citycentre Dr, Cincinnati, OH 45216",,"Cincinnati, OH",2024-01-23 20:15:57,,,,,Recording Service-Sound & Video,Regular Hours,,"Mon - Fri: 10:00 am - 9:00 pm, Sat: 10:00 am - 7:00 pm",,,http://www.yellowpages.com/cincinnati-oh/mip/classicmakers-music-565880078,
11,,The All Night Party,(513) 253-3702,"2834 Spring Grove Ave Ste. D, Cincinnati, OH 45225",http://www.theallnightparty.com,"Cincinnati, OH",2024-01-23 20:15:57,Camp Washington,daved@theallnightparty.com,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/the-all-night-party-486967529,
12,,"Digital Groove Productions, LLC",(513) 455-3800,"35 E 7th Street, Suite 200, Cincinnati, OH 45202",http://www.digital-groove.com,"Cincinnati, OH",2024-01-23 20:15:57,,info@digital-groove.com,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/digital-groove-productions-llc-527364305,
13,,Fox Sound Studios,(513) 218-1956,"30 Garfield Pl Ste 1000, Cincinnati, OH 45202",http://www.foxsoundstudios.com,"Cincinnati, OH",2024-01-23 20:15:57,Central Business District,kfox@foxsoundstudios.com,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/fox-sound-studios-9157396,
14,,Soap Floats Recording,(513) 460-0256,"1625 Baltimore Ave # 1, Cincinnati, OH 45225",http://soapfloatsrecording.com,"Cincinnati, OH",2024-01-23 20:15:57,North Fairmount,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/soap-floats-recording-481773520,
15,,Palace Recording Studio,(513) 373-8195,"7855 Palace Dr, Cincinnati, OH 45249",,"Cincinnati, OH",2024-01-23 20:15:57,,,,,Recording Service-Sound & Video,,,,,,http://www.yellowpages.com/cincinnati-oh/mip/palace-recording-studio-531018451,
16,,Blacklite Productions,(513) 452-3170,"Cincinnati, OH 45211",http://blackliteproductions.com,"Cincinnati, OH",2024-01-23 20:15:57,,blacklitepro@gmail.com,,,"Recording Service-Sound & Video, Music Arrangers & Composers, Music Instruction-Vocal, Music Producers, Musicians",Regular Hours,,Mon - Sun: Open 24 Hours,"Professional recording, production, mixing and mastering in Cincinnati, Ohio  at affordable rates. Ready, Set, Glow!","Blacklite Productions is the perfect Cincinnati studio to professionally record, produce, mix and master your music at rates you can afford. In addition to our vibrant music studio and skilled audio engineers, we also offer award-winning songwriting and custom beats to showcase your talent: www.blackliteproductions.com/services 
 
Our music production services offer the quality you need to stand out at rates you can afford. Your ears will be convinced your songs were recorded at a studio that charges double our prices. Don't take our word for it - listen to these testimonials from our clients: www.blackliteproductions.com/testimonials 
 
The Blacklite Team has enjoyed over 10 successful years writing, producing & recording songs for a variety of accomplished singers and rappers throughout Cincinnati and the Midwest region. Our productions have received extensive airplay on national / local TV, radio and viral YouTube videos, in addition to winning Grand Prize in multiple national Billboard Song Contests and dozens of other song contests. You can listen to our featured songs here:  www.blackliteproductions.com/songs 
 
Blacklite Productions would love to make your project our next success - contact us to start planning your song, demo or album for FREE today! www.blackliteproductions.com/free-recording-plan",http://www.yellowpages.com/cincinnati-oh/mip/blacklite-productions-481558665,
